NAMESPACE       LAST SEEN   TYPE      REASON                       OBJECT                                                                        MESSAGE
observability   5m2s        Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-kqhrw" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m2s        Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-ml5ps" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m1s        Normal    Scheduled                    pod/kube-prometheus-stack-kube-state-metrics-684f8c7558-57v95                 Successfully assigned observability/kube-prometheus-stack-kube-state-metrics-684f8c7558-57v95 to foo
observability   5m2s        Normal    ScalingReplicaSet            deployment/kube-prometheus-stack-grafana                                      Scaled up replica set kube-prometheus-stack-grafana-555bb9554 from 0 to 1
observability   5m2s        Normal    SuccessfulCreate             replicaset/kube-prometheus-stack-grafana-555bb9554                            Created pod: kube-prometheus-stack-grafana-555bb9554-cql4x
observability   5m2s        Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-twlgz" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m2s        Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-pclrm" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m2s        Normal    ScalingReplicaSet            deployment/kube-prometheus-stack-operator                                     Scaled up replica set kube-prometheus-stack-operator-798b86ddb7 from 0 to 1
observability   5m2s        Normal    SuccessfulCreate             replicaset/kube-prometheus-stack-operator-798b86ddb7                          Created pod: kube-prometheus-stack-operator-798b86ddb7-6nt9b
observability   5m2s        Normal    SuccessfulCreate             replicaset/kube-prometheus-stack-kube-state-metrics-684f8c7558                Created pod: kube-prometheus-stack-kube-state-metrics-684f8c7558-57v95
observability   5m1s        Normal    Scheduled                    pod/kube-prometheus-stack-operator-798b86ddb7-6nt9b                           Successfully assigned observability/kube-prometheus-stack-operator-798b86ddb7-6nt9b to foo
observability   5m2s        Normal    ScalingReplicaSet            deployment/kube-prometheus-stack-kube-state-metrics                           Scaled up replica set kube-prometheus-stack-kube-state-metrics-684f8c7558 from 0 to 1
observability   5m2s        Normal    Completed                    job/kube-prometheus-stack-admission-create                                    Job completed
observability   5m1s        Normal    Created                      pod/kube-prometheus-stack-operator-798b86ddb7-6nt9b                           Created container: kube-prometheus-stack
observability   5m1s        Normal    Scheduled                    pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Successfully assigned observability/alertmanager-kube-prometheus-stack-alertmanager-0 to foo
observability   5m1s        Normal    Created                      pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Created container: grafana-sc-dashboard
observability   5m1s        Normal    Pulled                       pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.83.0" already present on machine
observability   5m1s        Normal    Created                      pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Created container: init-config-reloader
observability   4m51s       Warning   FailedCreate                 statefulset/prometheus-kube-prometheus-stack-prometheus                       create Pod prometheus-kube-prometheus-stack-prometheus-0 in StatefulSet prometheus-kube-prometheus-stack-prometheus failed error: failed to create PVC prometheus-kube-prometheus-stack-prometheus-db-prometheus-kube-prometheus-stack-prometheus-0: PersistentVolumeClaim "prometheus-kube-prometheus-stack-prometheus-db-prometheus-kube-prometheus-stack-prometheus-0" is invalid: spec.resources[storage]: Required value
observability   4m41s       Warning   FailedCreate                 statefulset/prometheus-kube-prometheus-stack-prometheus                       create Claim prometheus-kube-prometheus-stack-prometheus-db-prometheus-kube-prometheus-stack-prometheus-0 for Pod prometheus-kube-prometheus-stack-prometheus-0 in StatefulSet prometheus-kube-prometheus-stack-prometheus failed error: PersistentVolumeClaim "prometheus-kube-prometheus-stack-prometheus-db-prometheus-kube-prometheus-stack-prometheus-0" is invalid: spec.resources[storage]: Required value
observability   5m1s        Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-vpmx7" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m1s        Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-bdx46" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m1s        Normal    Started                      pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Started container grafana-sc-dashboard
observability   5m1s        Normal    Pulled                       pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Container image "quay.io/kiwigrid/k8s-sidecar:1.30.3" already present on machine
observability   5m1s        Normal    Created                      pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Created container: grafana-sc-datasources
observability   5m1s        Normal    Pulled                       pod/kube-prometheus-stack-operator-798b86ddb7-6nt9b                           Container image "quay.io/prometheus-operator/prometheus-operator:v0.83.0" already present on machine
observability   5m1s        Normal    Started                      pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Started container grafana-sc-datasources
observability   5m1s        Normal    Started                      pod/kube-prometheus-stack-operator-798b86ddb7-6nt9b                           Started container kube-prometheus-stack
observability   5m1s        Normal    SuccessfulCreate             statefulset/alertmanager-kube-prometheus-stack-alertmanager                   create Pod alertmanager-kube-prometheus-stack-alertmanager-0 in StatefulSet alertmanager-kube-prometheus-stack-alertmanager successful
observability   5m1s        Normal    Started                      pod/kube-prometheus-stack-kube-state-metrics-684f8c7558-57v95                 Started container kube-state-metrics
observability   5m1s        Normal    Created                      pod/kube-prometheus-stack-kube-state-metrics-684f8c7558-57v95                 Created container: kube-state-metrics
observability   5m1s        Normal    Pulled                       pod/kube-prometheus-stack-kube-state-metrics-684f8c7558-57v95                 Container image "registry.k8s.io/kube-state-metrics/kube-state-metrics:v2.16.0" already present on machine
observability   5m1s        Normal    Pulled                       pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Container image "docker.io/grafana/grafana:12.1.0" already present on machine
observability   5m1s        Normal    Created                      pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Created container: grafana
observability   5m1s        Normal    Pulled                       pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Container image "quay.io/kiwigrid/k8s-sidecar:1.30.3" already present on machine
observability   5m1s        Normal    Started                      pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Started container grafana
observability   5m          Normal    Started                      pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Started container alertmanager
observability   5m          Normal    Created                      pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Created container: alertmanager
observability   5m          Normal    SuccessfulCreate             job/kube-prometheus-stack-admission-patch                                     Created pod: kube-prometheus-stack-admission-patch-brqfk
observability   5m          Normal    Started                      pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Started container init-config-reloader
observability   5m          Normal    Scheduled                    pod/kube-prometheus-stack-admission-patch-brqfk                               Successfully assigned observability/kube-prometheus-stack-admission-patch-brqfk to foo
observability   5m          Normal    Pulled                       pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Container image "quay.io/prometheus/alertmanager:v0.28.1" already present on machine
observability   5m          Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-6t4hq" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   5m          Normal    Pulled                       pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Container image "quay.io/prometheus-operator/prometheus-config-reloader:v0.83.0" already present on machine
observability   4m59s       Warning   Unhealthy                    pod/kube-prometheus-stack-grafana-555bb9554-cql4x                             Readiness probe failed: Get "http://10.1.24.24:3000/api/health": dial tcp 10.1.24.24:3000: connect: connection refused
observability   5m          Normal    Created                      pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Created container: config-reloader
observability   5m          Normal    Started                      pod/alertmanager-kube-prometheus-stack-alertmanager-0                         Started container config-reloader
observability   4m59s       Normal    Started                      pod/kube-prometheus-stack-admission-patch-brqfk                               Started container patch
gateway         3m47s       Normal    KongConfigurationSucceeded   pod/kong-kong-674bb84c8-ghrn7                                                 successfully applied Kong configuration to https://localhost:8444
observability   4m59s       Normal    Pulled                       pod/kube-prometheus-stack-admission-patch-brqfk                               Container image "registry.k8s.io/ingress-nginx/kube-webhook-certgen:v1.6.0" already present on machine
observability   4m59s       Normal    Created                      pod/kube-prometheus-stack-admission-patch-brqfk                               Created container: patch
observability   2m18s       Warning   FailedCreate                 daemonset/kube-prometheus-stack-prometheus-node-exporter                      (combined from similar events): Error creating: pods "kube-prometheus-stack-prometheus-node-exporter-zmq4q" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
observability   4m57s       Normal    Completed                    job/kube-prometheus-stack-admission-patch                                     Job completed
gateway         3m1s        Normal    nodeAssigned                 service/kong-kong-proxy                                                       announcing from node "foo" with protocol "layer2"
observability   4m55s       Normal    Created                      pod/loki-canary-g2rpd                                                         Created container: loki-canary
observability   4m55s       Normal    Pulled                       pod/loki-results-cache-0                                                      Container image "memcached:1.6.38-alpine" already present on machine
observability   4m55s       Normal    Created                      pod/loki-results-cache-0                                                      Created container: exporter
observability   4m55s       Warning   FailedScheduling             pod/loki-0                                                                    running PreBind plugin "VolumeBinding": Operation cannot be fulfilled on persistentvolumeclaims "storage-loki-0": the object has been modified; please apply your changes to the latest version and try again
observability   4m55s       Normal    Started                      pod/loki-results-cache-0                                                      Started container exporter
observability   4m55s       Normal    Scheduled                    pod/loki-canary-g2rpd                                                         Successfully assigned observability/loki-canary-g2rpd to foo
observability   4m55s       Normal    Pulled                       pod/loki-canary-g2rpd                                                         Container image "docker.io/grafana/loki-canary:3.5.2" already present on machine
observability   4m55s       Normal    SuccessfulCreate             statefulset/loki-results-cache                                                create Pod loki-results-cache-0 in StatefulSet loki-results-cache successful
observability   4m55s       Normal    SuccessfulCreate             statefulset/loki                                                              create Claim storage-loki-0 Pod loki-0 in StatefulSet loki success
observability   4m55s       Normal    SuccessfulCreate             statefulset/loki                                                              create Pod loki-0 in StatefulSet loki successful
observability   4m55s       Warning   FailedUpdate                 statefulset/loki                                                              update Pod loki-0 in StatefulSet loki failed error: could not update claim storage-loki-0 for delete policy ownerRefs: Operation cannot be fulfilled on persistentvolumeclaims "storage-loki-0": the object has been modified; please apply your changes to the latest version and try again
observability   4m55s       Normal    Started                      pod/loki-results-cache-0                                                      Started container memcached
observability   4m55s       Normal    Created                      pod/loki-results-cache-0                                                      Created container: memcached
observability   4m55s       Normal    Started                      pod/loki-canary-g2rpd                                                         Started container loki-canary
observability   4m55s       Normal    Scheduled                    pod/loki-results-cache-0                                                      Successfully assigned observability/loki-results-cache-0 to foo
observability   4m55s       Normal    SuccessfulCreate             statefulset/loki-chunks-cache                                                 create Pod loki-chunks-cache-0 in StatefulSet loki-chunks-cache successful
observability   4m55s       Normal    WaitForPodScheduled          persistentvolumeclaim/storage-loki-0                                          waiting for pod loki-0 to be scheduled
observability   4m55s       Normal    WaitForFirstConsumer         persistentvolumeclaim/storage-loki-0                                          waiting for first consumer to be created before binding
observability   4m55s       Normal    Started                      pod/loki-chunks-cache-0                                                       Started container exporter
observability   4m55s       Normal    Created                      pod/loki-chunks-cache-0                                                       Created container: exporter
observability   4m55s       Normal    Pulled                       pod/loki-chunks-cache-0                                                       Container image "prom/memcached-exporter:v0.15.3" already present on machine
observability   4m55s       Normal    Started                      pod/loki-chunks-cache-0                                                       Started container memcached
observability   4m55s       Normal    Created                      pod/loki-chunks-cache-0                                                       Created container: memcached
observability   4m55s       Normal    Pulled                       pod/loki-chunks-cache-0                                                       Container image "memcached:1.6.38-alpine" already present on machine
observability   4m55s       Normal    Scheduled                    pod/loki-chunks-cache-0                                                       Successfully assigned observability/loki-chunks-cache-0 to foo
observability   4m55s       Normal    Pulled                       pod/loki-results-cache-0                                                      Container image "prom/memcached-exporter:v0.15.3" already present on machine
observability   4m55s       Normal    SuccessfulCreate             daemonset/loki-canary                                                         Created pod: loki-canary-g2rpd
kube-system     4m54s       Normal    Started                      pod/hostpath-provisioner-foo-zt5vb                                            Started container busybox
kube-system     4m54s       Normal    Scheduled                    pod/hostpath-provisioner-foo-zt5vb                                            Successfully assigned kube-system/hostpath-provisioner-foo-zt5vb to foo
observability   4m54s       Normal    SuccessfulCreate             statefulset/tempo                                                             create Pod tempo-0 in StatefulSet tempo successful
kube-system     4m54s       Normal    Created                      pod/hostpath-provisioner-foo-zt5vb                                            Created container: busybox
observability   4m54s       Normal    Provisioning                 persistentvolumeclaim/storage-tempo-0                                         External provisioner is provisioning volume for claim "observability/storage-tempo-0"
observability   4m54s       Normal    ExternalProvisioning         persistentvolumeclaim/storage-tempo-0                                         Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
observability   4m54s       Normal    WaitForFirstConsumer         persistentvolumeclaim/storage-tempo-0                                         waiting for first consumer to be created before binding
observability   4m54s       Normal    SuccessfulCreate             statefulset/tempo                                                             create Claim storage-tempo-0 Pod tempo-0 in StatefulSet tempo success
kube-system     4m54s       Normal    Pulled                       pod/hostpath-provisioner-foo-zt5vb                                            Container image "busybox:1.28.4" already present on machine
kube-system     4m53s       Normal    Scheduled                    pod/hostpath-provisioner-foo-ftsl6                                            Successfully assigned kube-system/hostpath-provisioner-foo-ftsl6 to foo
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-nc4hs" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-8792b" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-8vvft" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-9jnqp" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m53s       Normal    ExternalProvisioning         persistentvolumeclaim/storage-loki-0                                          Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-fbq86" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
kube-system     4m53s       Normal    Started                      pod/hostpath-provisioner-foo-ftsl6                                            Started container busybox
kube-system     4m53s       Normal    Created                      pod/hostpath-provisioner-foo-ftsl6                                            Created container: busybox
kube-system     4m53s       Normal    Pulled                       pod/hostpath-provisioner-foo-ftsl6                                            Container image "busybox:1.28.4" already present on machine
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-6dmgj" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m53s       Normal    Provisioning                 persistentvolumeclaim/storage-loki-0                                          External provisioner is provisioning volume for claim "observability/storage-loki-0"
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-dfv9b" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m53s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-7hfpx" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   4m52s       Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       Error creating: pods "opentelemetry-collector-agent-75lgd" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
observability   2m9s        Warning   FailedCreate                 daemonset/opentelemetry-collector-agent                                       (combined from similar events): Error creating: pods "opentelemetry-collector-agent-mwv5b" is forbidden: violates PodSecurity "baseline:latest": hostPort (container "opentelemetry-collector" uses hostPorts 14250, 14268, 4317, 4318, 6831, 9411)
temporal        4m50s       Normal    Scheduled                    pod/temporal-cassandra-0                                                      Successfully assigned temporal/temporal-cassandra-0 to foo
temporal        4m50s       Normal    Scheduled                    pod/temporal-grafana-ccc88ddfb-2vjzq                                          Successfully assigned temporal/temporal-grafana-ccc88ddfb-2vjzq to foo
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-frontend                                                  Scaled up replica set temporal-frontend-7d967966d5 from 0 to 1
temporal        4m50s       Normal    SuccessfulCreate             statefulset/temporal-cassandra                                                create Pod temporal-cassandra-0 in StatefulSet temporal-cassandra successful
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-prometheus-server                                         Scaled up replica set temporal-prometheus-server-58b95494b4 from 0 to 1
temporal        4m50s       Normal    SuccessfulCreate             statefulset/temporal-alertmanager                                             create Pod temporal-alertmanager-0 in StatefulSet temporal-alertmanager successful
temporal        4m50s       Normal    SuccessfulCreate             statefulset/temporal-alertmanager                                             create Claim storage-temporal-alertmanager-0 Pod temporal-alertmanager-0 in StatefulSet temporal-alertmanager success
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-kube-state-metrics                                        Scaled up replica set temporal-kube-state-metrics-74b9d6775b from 0 to 1
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-admintools                                                Scaled up replica set temporal-admintools-59fc565db7 from 0 to 1
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-admintools-59fc565db7                                     Created pod: temporal-admintools-59fc565db7-sf5ll
temporal        4m50s       Normal    Scheduled                    pod/temporal-admintools-59fc565db7-sf5ll                                      Successfully assigned temporal/temporal-admintools-59fc565db7-sf5ll to foo
temporal        4m50s       Normal    Provisioning                 persistentvolumeclaim/storage-temporal-alertmanager-0                         External provisioner is provisioning volume for claim "temporal/storage-temporal-alertmanager-0"
temporal        4m48s       Normal    ExternalProvisioning         persistentvolumeclaim/storage-temporal-alertmanager-0                         Waiting for a volume to be created either by the external provisioner 'microk8s.io/hostpath' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
temporal        4m50s       Normal    WaitForFirstConsumer         persistentvolumeclaim/storage-temporal-alertmanager-0                         waiting for first consumer to be created before binding
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-9vf7v" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-6rcc6" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-4bwrk" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-7cvmz" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-qhsb4" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-76qxs" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        4m50s       Warning   FailedCreate                 daemonset/temporal-prometheus-node-exporter                                   Error creating: pods "temporal-prometheus-node-exporter-tdrjl" is forbidden: violates PodSecurity "baseline:latest": host namespaces (hostNetwork=true, hostPID=true), hostPath volumes (volumes "proc", "sys", "root"), hostPort (container "node-exporter" uses hostPort 9100)
temporal        2m6s        Warning   FailedCreate                 statefulset/elasticsearch-master                                              create Pod elasticsearch-master-0 in StatefulSet elasticsearch-master failed error: pods "elasticsearch-master-0" is forbidden: violates PodSecurity "baseline:latest": privileged (container "configure-sysctl" must not set securityContext.privileged=true)
temporal        4m50s       Normal    SuccessfulCreate             replicaset/temporal-grafana-ccc88ddfb                                         Created pod: temporal-grafana-ccc88ddfb-2vjzq
temporal        4m50s       Normal    ScalingReplicaSet            deployment/temporal-grafana                                                   Scaled up replica set temporal-grafana-ccc88ddfb from 0 to 1
temporal        4m49s       Normal    Scheduled                    pod/temporal-history-fbb6949b7-vptr2                                          Successfully assigned temporal/temporal-history-fbb6949b7-vptr2 to foo
temporal        4m50s       Normal    Scheduled                    pod/temporal-prometheus-pushgateway-6b68966754-m29kh                          Successfully assigned temporal/temporal-prometheus-pushgateway-6b68966754-m29kh to foo
kube-system     4m50s       Normal    Scheduled                    pod/hostpath-provisioner-foo-h8wpw                                            Successfully assigned kube-system/hostpath-provisioner-foo-h8wpw to foo
kube-system     4m50s       Normal    Scheduled                    pod/hostpath-provisioner-foo-c6mlk                                            Successfully assigned kube-system/hostpath-provisioner-foo-c6mlk to foo
